reservation_number_of_reservations,product_fee_description,line_item_product_code,reservation_unused_normalized_unit_quantity,savings_plan_amortized_upfront_commitment_for_billing_period,line_item_unblended_cost,product_servicecode,product_from_location,line_item_unblended_rate,line_item_usage_type,identity_line_item_id,line_item_usage_amount,pricing_public_on_demand_rate,reservation_units_per_reservation,bill_invoice_id,pricing_unit,reservation_amortized_upfront_fee_for_billing_period,product_to_location_type,line_item_usage_end_date,product_from_location_type,reservation_total_reserved_units,product_region_code,reservation_amortized_upfront_cost_for_usage,reservation_unused_amortized_upfront_fee_for_billing_period,product_product_name,line_item_normalization_factor,bill_payer_account_name,line_item_blended_rate,line_item_resource_id,_fivetran_synced,line_item_line_item_type,product_instance_family,product_from_region_code,product_pricing_unit,line_item_tax_type,product,line_item_operation,_modified,product_to_location,line_item_usage_start_date,reservation_unused_recurring_fee,product_location_type,product_fee_code,reservation_recurring_fee_for_usage,reservation_upfront_value,bill_invoicing_entity,line_item_normalized_usage_amount,savings_plan_savings_plan_effective_cost,bill_bill_type,reservation_total_reserved_normalized_units,line_item_availability_zone,bill_billing_period_start_date,pricing_term,pricing_purchase_option,_line,reservation_effective_cost,reservation_normalized_units_per_reservation,line_item_line_item_description,product_instance_type,savings_plan_used_commitment,savings_plan_recurring_commitment_for_billing_period,pricing_public_on_demand_cost,line_item_usage_account_name,line_item_currency_code,line_item_blended_cost,_file,pricing_currency,reservation_unused_quantity,product_location,savings_plan_savings_plan_rate,bill_billing_entity,bill_billing_period_end_date,bill_payer_account_id,identity_time_interval,product_operation,product_usagetype,product_to_region_code,product_product_family,line_item_usage_account_id,savings_plan_total_commitment_to_date
,,AWSDataTransfer,,,7.6596,AWSLambda,,1.1856,TimedStorage-ByteHrs,3666551f-97e9-27a2-20ad-285784b22001,24.2984,1.13896,,,GB,,,2026-05-28 22:37:36.396,,,us-east-1,,,AWS Lambda,1.0,Platform,0.62682,,2026-05-28 22:37:36.396,Usage,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.396,,AWS Region,,,,"Amazon Web Services, Inc.",17.0944,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,84198.0,,,S3 standard storage,c7g.xlarge,,,16.9103,Developer Experience,USD,13.8255,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AmazonS3,,,9.6473,AWSLambda,,2.6702,Request,c3d880df-64a1-4de7-dab5-470ea4a69633,27.8572,2.33751,,,GB-Mo,,,2026-05-28 22:37:36.396,,,us-west-2,,,AWS Data Transfer,1.0,Platform,0.4079,,2026-05-28 22:37:36.396,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.396,,AWS Region,,,,"Amazon Web Services, Inc.",19.3761,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,55849.0,,,Lambda requests,,,,5.8201,Core Services,USD,11.4651,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AWSDataTransfer,,,10.5596,AWSLambda,,1.51523,Request,65a1d124-cb0a-710e-c5dd-42a86654cf12,21.0084,2.19839,,,GB,,,2026-05-28 22:37:36.396,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Analytics,0.40485,,2026-05-28 22:37:36.396,Usage,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.396,,AWS Region,,,,"Amazon Web Services, Inc.",14.6268,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,65793.0,,,S3 standard storage,c7g.xlarge,,,4.4203,Core Services,USD,13.8545,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AWSLambda,,,16.7262,AWSLambda,,1.25483,DataTransfer-Out-Bytes,6159b4ba-345e-81ea-1a05-0916a6fde1c6,21.8265,0.68558,,,Hrs,,,2026-05-28 22:37:36.397,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,0.23153,,2026-05-28 22:37:36.397,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.397,,AWS Region,,,,"Amazon Web Services, Inc.",22.276,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,131236.0,,,S3 standard storage,c7g.xlarge,,,10.3358,Developer Experience,USD,11.3832,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AmazonEC2,,,19.0726,AWSLambda,,1.54531,DataTransfer-Out-Bytes,73f3dff0-ff8d-6bda-03d5-88ca729402aa,27.6866,2.45216,,,GB-Mo,,,2026-05-28 22:37:36.397,,,us-east-1,,,AWS Data Transfer,1.0,Analytics,0.0101,,2026-05-28 22:37:36.397,Usage,Compute optimized,,,,"{""product_name"":""AWS Lambda""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.397,,AWS Region,,,,"Amazon Web Services, Inc.",17.7779,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,328677.0,,,S3 standard storage,m7g.large,,,13.3993,Core Services,USD,1.5804,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000003,
,,AmazonEC2,,,9.1822,AmazonEC2,,1.94105,TimedStorage-ByteHrs,40e222dc-01ff-f62e-db3b-d4a12507222d,13.4296,2.16995,,,Hrs,,,2026-05-28 22:37:36.398,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,0.49084,,2026-05-28 22:37:36.398,Usage,General purpose,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.398,,AWS Region,,,,"Amazon Web Services, Inc.",19.3321,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,128097.0,,,EC2 instance hours,,,,10.3722,Developer Experience,USD,2.2653,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000003,
,,AWSLambda,,,6.1673,AWSLambda,,2.11806,BoxUsage:m7g.large,01eb7919-0100-e5b4-ab07-047c2d82d588,17.0186,3.54882,,,Hrs,,,2026-05-28 22:37:36.399,,,eu-west-1,,,AWS Lambda,1.0,Analytics,1.07492,,2026-05-28 22:37:36.399,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.399,,AWS Region,,,,"Amazon Web Services, Inc.",36.9684,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,385035.0,,,S3 standard storage,,,,18.0912,Core Services,USD,11.226,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AWSDataTransfer,,,19.6551,AWSDataTransfer,,1.51564,BoxUsage:m7g.large,3c00135d-1068-76c7-d061-1e391598fc79,4.8009,2.52986,,,GB,,,2026-05-28 22:37:36.399,,,eu-west-1,,,AWS Data Transfer,1.0,Platform,1.48502,,2026-05-28 22:37:36.399,Usage,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.399,,AWS Region,,,,"Amazon Web Services, Inc.",26.2602,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,145323.0,,,EC2 instance hours,,,,17.6935,Developer Experience,USD,7.5187,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSLambda,,,18.2389,AmazonS3,,3.13816,DataTransfer-Out-Bytes,76c4bfcf-8230-c30a-9c2b-6ac7d665a08f,32.6669,0.13094,,,Requests,,,2026-05-28 22:37:36.400,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.35313,,2026-05-28 22:37:36.400,Usage,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.400,,AWS Region,,,,"Amazon Web Services, Inc.",7.9372,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,316791.0,,,Data transfer,,,,19.4047,Core Services,USD,13.4636,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,11.0107,AmazonS3,,2.87442,BoxUsage:m7g.large,24e09223-bd51-c480-ab98-36ba708515c0,38.9712,2.80397,,,Requests,,,2026-05-28 22:37:36.400,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.80894,,2026-05-28 22:37:36.400,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.400,,AWS Region,,,,"Amazon Web Services, Inc.",0.2383,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,445526.0,,,Lambda requests,,,,6.7497,Developer Experience,USD,14.4402,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AmazonS3,,,13.4659,AWSLambda,,1.38111,DataTransfer-Out-Bytes,1c70f7d3-4788-9f53-8785-813b0a64cd46,4.031,3.30952,,,Hrs,,,2026-05-28 22:37:36.401,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Platform,1.85901,,2026-05-28 22:37:36.401,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.401,,AWS Region,,,,"Amazon Web Services, Inc.",14.8676,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,63816.0,,,Lambda requests,,,,10.7419,Developer Experience,USD,11.673,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,11.072,AWSLambda,,1.76353,DataTransfer-Out-Bytes,4b5045b4-f6ba-fb6c-f398-8d1e46edef1b,4.3078,3.56114,,,GB-Mo,,,2026-05-28 22:37:36.402,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.1733,,2026-05-28 22:37:36.402,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.402,,AWS Region,,,,"Amazon Web Services, Inc.",20.8201,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,232496.0,,,Data transfer,,,,15.6217,Developer Experience,USD,9.5947,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000003,
,,AmazonS3,,,4.1525,AmazonEC2,,2.28261,BoxUsage:m7g.large,c76be071-1d7f-c2d8-2cbe-03f5c44a4754,7.2813,1.56475,,,GB-Mo,,,2026-05-28 22:37:36.403,,,us-west-2,,,Amazon Simple Storage Service,1.0,Analytics,2.86275,,2026-05-28 22:37:36.403,Usage,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.403,,AWS Region,,,,"Amazon Web Services, Inc.",2.1632,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,387397.0,,,Lambda requests,,,,19.1227,Core Services,USD,3.3813,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000001,
,,AWSDataTransfer,,,11.1529,AWSLambda,,0.62358,BoxUsage:m7g.large,b24dbf89-ee11-3520-086f-f9dd03b380b5,34.4564,3.42557,,,Hrs,,,2026-05-28 22:37:36.403,,,eu-west-1,,,AWS Lambda,1.0,Platform,2.15462,,2026-05-28 22:37:36.403,Usage,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.403,,AWS Region,,,,"Amazon Web Services, Inc.",18.8354,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,333073.0,,,S3 standard storage,,,,12.7846,Developer Experience,USD,0.4617,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AmazonS3,,,5.9274,AmazonS3,,2.83868,Request,f1ff9f09-8423-b193-8313-cb0aa6a6dce0,20.8764,1.14506,,,Requests,,,2026-05-28 22:37:36.404,,,us-east-1,,,Amazon Simple Storage Service,1.0,Analytics,1.85068,,2026-05-28 22:37:36.404,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.404,,AWS Region,,,,"Amazon Web Services, Inc.",12.0798,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,74397.0,,,EC2 instance hours,,,,3.2643,Developer Experience,USD,9.8514,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
,,AWSDataTransfer,,,10.6953,AmazonS3,,1.67664,DataTransfer-Out-Bytes,98b72a14-25a4-7b8e-1507-3842c3b38422,0.5896,3.09591,,,GB,,,2026-05-28 22:37:36.406,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,0.77857,,2026-05-28 22:37:36.406,Usage,General purpose,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.406,,AWS Region,,,,"Amazon Web Services, Inc.",38.9759,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,145007.0,,,S3 standard storage,m7g.large,,,7.2041,Core Services,USD,9.0002,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000003,
,,AWSDataTransfer,,,16.5277,AmazonS3,,1.36917,BoxUsage:m7g.large,df916c8d-5115-7412-b621-a2081c2a1d04,18.2818,0.24765,,,GB,,,2026-05-28 22:37:36.407,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.00883,,2026-05-28 22:37:36.407,Usage,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.407,,AWS Region,,,,"Amazon Web Services, Inc.",15.2334,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,89719.0,,,S3 standard storage,m7g.large,,,13.8545,Data Platform,USD,3.2432,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AmazonS3,,,2.8584,AmazonS3,,2.63481,DataTransfer-Out-Bytes,891d19cf-f3cd-89d5-ce20-955c89f9a095,19.8586,0.55333,,,Hrs,,,2026-05-28 22:37:36.408,,,us-west-2,,,AWS Data Transfer,1.0,Analytics,2.64278,,2026-05-28 22:37:36.408,Usage,,,,,"{""product_name"":""AWS Lambda""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.408,,AWS Region,,,,"Amazon Web Services, Inc.",32.7781,,Anniversary,,,2026-05-01 00:00:00,Reserved,On Demand,99872.0,,,Data transfer,m7g.large,,,2.451,Core Services,USD,12.8429,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonS3,,,1.073,AWSDataTransfer,,0.10663,Request,22d095aa-6a29-828f-4513-9aa361e47cad,16.5772,2.71343,,,GB-Mo,,,2026-05-28 22:37:36.408,,,eu-west-1,,,AWS Data Transfer,1.0,Analytics,1.79031,,2026-05-28 22:37:36.408,Usage,Compute optimized,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.408,,AWS Region,,,,"Amazon Web Services, Inc.",11.2579,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,439967.0,,,EC2 instance hours,,,,10.4682,Data Platform,USD,15.8579,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000003,
,,AWSLambda,,,15.4111,AmazonEC2,,1.36688,DataTransfer-Out-Bytes,95c93220-809c-8289-a3bd-d9713112ffb4,10.6807,2.33877,,,Requests,,,2026-05-28 22:37:36.409,,,us-east-1,,,Amazon Simple Storage Service,1.0,Platform,1.29302,,2026-05-28 22:37:36.409,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.409,,AWS Region,,,,"Amazon Web Services, Inc.",35.2812,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,255783.0,,,Lambda requests,,,,8.5907,Core Services,USD,4.9295,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000001,
,,AmazonS3,,,7.0631,AmazonS3,,1.49573,Request,a7499bd9-ee6a-3b92-8e95-abd7cd488d9d,28.0496,2.10583,,,Hrs,,,2026-05-28 22:37:36.410,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,2.19799,,2026-05-28 22:37:36.410,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.410,,AWS Region,,,,"Amazon Web Services, Inc.",23.2779,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,411229.0,,,Lambda requests,c7g.xlarge,,,8.9028,Core Services,USD,3.0198,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AmazonEC2,,,17.8586,AmazonS3,,0.9635,DataTransfer-Out-Bytes,9ee993c7-1c77-bf3e-2d5d-58206438c819,15.9435,0.53968,,,GB,,,2026-05-28 22:37:36.410,,,eu-west-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.62446,,2026-05-28 22:37:36.410,Usage,,,,,"{""product_name"":""Amazon Simple Storage Service""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.410,,AWS Region,,,,"Amazon Web Services, Inc.",15.2736,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,108111.0,,,S3 standard storage,m7g.large,,,9.6006,Core Services,USD,16.1316,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000002,
,,AWSLambda,,,16.1421,AmazonEC2,,0.70674,Request,9aa7756d-6dd2-dada-82c3-b9034bbb3070,24.0991,2.52694,,,GB-Mo,,,2026-05-28 22:37:36.410,,,us-east-1,,,AWS Lambda,1.0,Platform,0.64919,,2026-05-28 22:37:36.410,Usage,General purpose,,,,"{""product_name"":""AWS Data Transfer""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.410,,AWS Region,,,,"Amazon Web Services, Inc.",29.8873,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,9739.0,,,S3 standard storage,,,,20.7697,Data Platform,USD,17.1449,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Compute Instance,200000000002,
,,AWSDataTransfer,,,1.6161,AmazonS3,,2.36333,DataTransfer-Out-Bytes,8e2c7a22-cc86-bb55-53ee-349d31a2a2bc,0.2774,0.00397,,,Requests,,,2026-05-28 22:37:36.411,,,us-east-1,,,AWS Lambda,1.0,Platform,2.75115,,2026-05-28 22:37:36.411,RIFee,Compute optimized,,,,"{""product_name"":""AWS Data Transfer""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.411,,AWS Region,,,,"Amazon Web Services, Inc.",2.1589,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,7567.0,,,Lambda requests,,,,17.1567,Data Platform,USD,8.8212,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AWSDataTransfer,,,12.8604,AWSDataTransfer,,3.01297,Request,cbc49d3a-0e15-4a64-32d1-b8b759fcb1d0,32.1064,2.20361,,,Hrs,,,2026-05-28 22:37:36.411,,,us-east-1,,,AWS Data Transfer,1.0,Platform,2.39538,,2026-05-28 22:37:36.411,Usage,,,,,"{""product_name"":""AWS Lambda""}",RunInstances,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.411,,AWS Region,,,,"Amazon Web Services, Inc.",22.2851,,Anniversary,,,2026-05-01 00:00:00,Reserved,No Upfront,359877.0,,,S3 standard storage,,,,11.4485,Developer Experience,USD,2.0992,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Storage,200000000001,
,,AWSLambda,,,14.58,AmazonS3,,1.84317,Request,b3db55b7-07be-ec66-6bd3-12a1eceb5ae2,4.8692,0.07643,,,Hrs,,,2026-05-28 22:37:36.411,,,eu-west-1,,,Amazon Simple Storage Service,1.0,Platform,2.78613,,2026-05-28 22:37:36.411,Usage,,,,,"{""product_name"":""AWS Data Transfer""}",DataTransfer,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.411,,AWS Region,,,,"Amazon Web Services, Inc.",33.6729,,Anniversary,,,2026-05-01 00:00:00,OnDemand,No Upfront,322829.0,,,EC2 instance hours,m7g.large,,,0.7897,Developer Experience,USD,7.0237,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,EU (Ireland),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AWSDataTransfer,,,15.6723,AWSDataTransfer,,2.44464,Request,4c80e6ab-0d02-b6c4-4b74-31621fd50438,28.1459,2.03886,,,GB-Mo,,,2026-05-28 22:37:36.412,,,us-east-1,,,Amazon Elastic Compute Cloud,1.0,Analytics,1.15742,,2026-05-28 22:37:36.412,Usage,Compute optimized,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.412,,AWS Region,,,,"Amazon Web Services, Inc.",20.5966,,Anniversary,,,2026-05-01 00:00:00,OnDemand,Partial Upfront,128060.0,,,Data transfer,c7g.xlarge,,,14.7886,Core Services,USD,10.6932,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US East (N. Virginia),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Data Transfer,200000000002,
,,AmazonS3,,,2.9407,AmazonS3,,0.35207,Request,95ade57b-c7fe-acb6-1a30-f20c754fe43e,11.9557,2.17151,,,Requests,,,2026-05-28 22:37:36.412,,,us-west-2,,,Amazon Elastic Compute Cloud,1.0,Analytics,2.94751,,2026-05-28 22:37:36.412,Usage,,,,,"{""product_name"":""Amazon Elastic Compute Cloud""}",TimedStorage-ByteHrs,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.412,,AWS Region,,,,"Amazon Web Services, Inc.",9.7611,,Anniversary,,,2026-05-01 00:00:00,Reserved,Partial Upfront,304030.0,,,S3 standard storage,,,,18.34,Core Services,USD,9.9491,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000001,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000002,
,,AWSDataTransfer,,,13.5567,AWSLambda,,2.86445,DataTransfer-Out-Bytes,40ec7132-0d36-d92b-15cc-b20084159301,26.3203,3.85581,,,GB-Mo,,,2026-05-28 22:37:36.413,,,us-west-2,,,Amazon Simple Storage Service,1.0,Platform,1.4412,,2026-05-28 22:37:36.413,Usage,,,,,"{""product_name"":""AWS Lambda""}",Invoke,2026-05-28 00:00:00.000,,2026-05-28 22:37:36.413,,AWS Region,,,,"Amazon Web Services, Inc.",17.3898,,Anniversary,,,2026-05-01 00:00:00,OnDemand,On Demand,425900.0,,,Lambda requests,,,,0.6502,Data Platform,USD,0.8154,shadowtraffic/aws-cost/2026-05/aws-cost-report.parquet,USD,,US West (Oregon),,AWS,2026-06-01 00:00:00,100000000002,2026-05-01T00:00:00Z/2026-06-01T00:00:00Z,,,,Serverless,200000000001,
